Account,Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Impr.,Cost,Conversions,is_aimax,cat,why
Holt Orthodontics,braces affordable near me,Phrase match,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,invisalign cost sacramento,Exact match,Added,HoltOMSearchSacramento,Invisalign,1,6,2.75,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,braces with low monthly payments,AI Max,None,HoltOMSearchSacramento,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,nova orthodontics,AI Max,None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,dentista cerca cerca de mi,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Holt Orthodontics,orthodontist near me,Phrase match (close variant),Added,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontist office,Exact match (close variant),Added,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,endodontist roseville,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,1,13,18.74,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Holt Orthodontics,blue diamond plus invisalign provider,Phrase match (close variant),None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,invisalign cost,Phrase match (close variant),None,HoltOMSearchRocklin,Search_Orthodontist,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,invisalign near me,Exact match,Added,HoltOMSearchRocklin,Search_Invisalign,2,9,53.89,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,marpe,Phrase match (close variant),None,HoltOMSearchRocklin,Search_Orthodontist,0,3,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,cover bridges near me near me,Phrase match (close variant),None,HoltOMSearchRocklin,Search_Braces,0,1,0.0,0.0,False,Irrelevant,No dental or orthodontic intent
Holt Orthodontics,firas nassif,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,veneers near me,AI Max,None,HoltOMSearchFolsom,Search_Invisalign,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Holt Orthodontics,online orthodontist consultation,Phrase match,None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,invisalign aligners,Exact match,Added,HoltOMSearchRocklin,Search_Invisalign,0,3,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,invisalign go,Phrase match (close variant),None,HoltOMSearchRocklin,Search_Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,teeth straightening without braces,Phrase match,None,HoltOMSearchRocklin,Search_Braces,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,invisalign near me,Exact match (close variant),Added,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Invisalign,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,pmh orthodontics,AI Max,None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,kids orthodontist near me,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Phrase,0,7,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,aligners to straighten teeth,Exact match (close variant),None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,can invisalign fix gaps,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,emergency orthodontics near me,Phrase match,None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,prosthodontics,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Holt Orthodontics,orthodontics near me,AI Max,Added,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontist near me,Exact match (close variant),None,HoltOMSearchRoseville,Search_Braces,1,4,0.38,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,oksana boyechko,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,top rated oral surgeons near me,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Holt Orthodontics,affordable invisalign near me,Exact match,Added,HoltOMSearchFolsom,Search_Invisalign,1,4,6.83,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontist near me that accept medicaid,Phrase match,None,HoltOMSearchFolsom,Search_Orthodontist,1,1,51.82,0.0,False,Relevant / Acceptable,Ortho + insurance/coverage question
Holt Orthodontics,orthodontist placerville ca,Phrase match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,composite bonding teeth cost,AI Max,None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Holt Orthodontics,palate expander,AI Max,None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,braces roseville ca,Phrase match (close variant),None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,7141 fair oaks blvd carmichael ca 95608,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,sacramento valley specialists,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,aligner,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,chiropractor fair oaks,AI Max,None,HoltOMSearchSacramento,Invisalign,0,1,0.0,0.0,True,Clearly Wasteful,Non-dental medical / other vertical
Holt Orthodontics,1700 rocky ridge drive roseville ca,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,1603 eureka rd roseville ca,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,granite bay orthodontics,Phrase match (close variant),Excluded,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,20,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontist roseville,AI Max,None,HoltOMSearchRoseville,Search_Orthodontist,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,clear retainer,Phrase match (close variant),None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,mylifemysmile,Phrase match (close variant),None,HoltOMSearchRocklin,Search_Orthodontist,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,invisalign,Exact match,Added,HoltOMSearchRocklin,Search_Invisalign,2,87,77.77,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,invisalign near me,Phrase match,Added,HoltOMSearchRocklin,Search_Invisalign,0,3,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontics san bernardino,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,103 scripps drive sacramento ca,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,2,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,tate stimpson,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,2,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,orthodontist sacramento,AI Max,None,HoltOMSearchSacramento,LP_Test_Exact,0,2,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,medical sacramento california,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,4,0.0,0.0,True,Borderline / Low Intent,"Insurance/network lookup, no service intent"
Holt Orthodontics,can my insurance cover my braces,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Relevant / Acceptable,Ortho + insurance/coverage question
Holt Orthodontics,kids care greenback,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Holt Orthodontics,lumineers veneers,Broad match,None,HoltOMSearchGraniteBay,Search_Invisalign,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Holt Orthodontics,children's choice orthodontics roseville,Phrase match,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,140 roseville pkwy roseville ca 95747,AI Max,None,HoltOMSearchRoseville,Search_Braces,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,chiropractor,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Clearly Wasteful,Non-dental medical / other vertical
Holt Orthodontics,orthodontist roseville,Phrase match (close variant),None,HoltOMSearchRoseville,Search_Braces,0,4,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,creekside orthodontics,AI Max,None,HoltOMSearchFolsom,Search_Invisalign,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,orthodontist yuba city,AI Max,None,HoltOMSearchFolsom,Search_Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,second round of braces,Phrase match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,what does an underbite look like,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,does molina healthcare cover braces,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Relevant / Acceptable,Ortho + insurance/coverage question
Holt Orthodontics,2821 eastern ave,AI Max,None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,kids orthodontist sacramento,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontist sacramento,Exact match,Added,HoltOMSearchSacramento,LP_Test_Phrase,3,119,54.68,2.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontist near me,Phrase match,None,HoltOMSearchGraniteBay,Search_Orthodontics,0,6,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontics citrus heights,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,crossbite,Phrase match (close variant),None,HoltOMSearchRoseville,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,ways to fix an underbite,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,hawley retainers,Phrase match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,orthodontic,Exact match (close variant),Added,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,clear aligner brands,Phrase match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,invisalign alternative,Phrase match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,1,2,8.3,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,sacramento veneers,AI Max,None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Holt Orthodontics,granite bay orthodontics,AI Max,None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,10,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,orthodontist rocklin,AI Max,None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,my kids orthodontics,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,anna whitmire,AI Max,None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,affordable braces sacramento,Phrase match,None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,4401 florin road sacramento ca 95823,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,downtown sutter hospital,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Clearly Wasteful,Non-dental medical / other vertical
Holt Orthodontics,cali kids antelope,AI Max,None,HoltOMSearchSacramento,LP_Test_Broad,0,2,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Holt Orthodontics,do insurances cover invisalign,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,permanent retainer,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,3,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,byte,AI Max,None,HoltOMSearchRoseville,Search_Braces,0,1,0.0,0.0,True,Clearly Wasteful,DTC mail-order aligner brand (not a local patient)
Holt Orthodontics,pop on veneers,AI Max,None,HoltOMSearchFolsom,Search_Orthodontist,0,2,0.0,0.0,True,Borderline / Low Intent,DTC mail-order aligner brand
Holt Orthodontics,diamond invisalign provider near me,Phrase match (close variant),None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,3,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,lingual braces,AI Max,None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,rocklin orthodontics,AI Max,None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,3,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,does coordinated care cover braces,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,orthodontia,AI Max,None,HoltOMSearchSacramento,LP_Test_Broad,1,1,19.77,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,lingual braces,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,8329 fair oaks blvd,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,sfot orthodontics,Phrase match (close variant),None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,orthodontist,Exact match,Added,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,30,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,roseville ca orthodontist,Phrase match,None,HoltOMSearchRoseville,Search_Orthodontist,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,granite bay orthodontics,AI Max,Excluded,HoltOMSearchRoseville,Search_Braces,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,oral surgeons that accept medi cal near me,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Holt Orthodontics,orthodontic office,Exact match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,affordable invisalign,Phrase match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,elevate ortho,Phrase match (close variant),None,HoltOMSearchRocklin,Search_Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,orthodontist near me,Exact match (close variant),None,HoltOMSearchRocklin,Search_Braces,0,9,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,most affordable braces near me,Exact match (close variant),None,HoltOMSearchRocklin,Search_Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,invisalign first for kids,Phrase match (close variant),None,HoltOMSearchRocklin,Search_Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,chiropractor,AI Max,None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,True,Clearly Wasteful,Non-dental medical / other vertical
Holt Orthodontics,granite bay orthodontics,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,6,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,tmj orthodontist near me,Phrase match (close variant),None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,tmj treatment,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,tooth extraction without insurance near me,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Holt Orthodontics,upper front teeth protrusion treatment,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Holt Orthodontics,fastest way to straighten teeth,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,myofunctional therapy near me,AI Max,None,HoltOMSearchFolsom,Search_Orthodontist,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Holt Orthodontics,irene louie,AI Max,None,HoltOMSearchFolsom,Search_Orthodontist,0,2,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,affordable braces near me,Exact match,Added,HoltOMSearchRocklin,Search_Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,bottom teeth crowding,AI Max,None,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Holt Orthodontics,ambraces,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Broad,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,braces a month,AI Max,None,HoltOMSearchSacramento,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,aligners for teeth,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,orthodontic near me,Exact match,Added,HoltOMSearchSacramento,Orthodontic,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,2835 eastern ave 3 sacramento ca 95821,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,2,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,morada orthodontics,AI Max,Excluded,HoltOMSearchSacramento,LP_Test_Phrase,1,1,56.46,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,west sacramento orthodontist,Phrase match,None,HoltOMSearchSacramento,LP_Test_Broad,0,3,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,teeth bonding for gaps cost,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Holt Orthodontics,1110 corporate way ste 200 sacramento ca 95831,AI Max,None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,orthodontist near my location,Exact match (close variant),None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,orthodontist near me,AI Max,Added,HoltOMSearchSacramento,LP_Test_Broad,0,17,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,demtista near me,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Holt Orthodontics,invisalign insurance,AI Max,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,True,Relevant / Acceptable,Ortho + insurance/coverage question
Holt Orthodontics,kids orthodontic,Phrase match,None,HoltOMSearchRoseville A/B testing New GHL Page - Roseville,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,tooth roseville ca,AI Max,None,HoltOMSearchRoseville,Search_Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Holt Orthodontics,braces roseville ca,Exact match,Added,HoltOMSearchRoseville,Search_Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,joint chiropractic,AI Max,None,HoltOMSearchRoseville,Search_Orthodontist,0,1,0.0,0.0,True,Clearly Wasteful,Non-dental medical / other vertical
Holt Orthodontics,childrens braces teeth,Phrase match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Holt Orthodontics,orthodontist san ramon ca,Phrase match (close variant),None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,drholt,AI Max,None,HoltOMSearchFolsom,Search_Orthodontist,0,1,0.0,0.0,True,Highly Relevant,Own brand / branded navigational
Holt Orthodontics,4190 truxel rd sacramento ca,AI Max,Excluded,HoltOMSearchFolsom,Search_Orthodontist,1,2,7.4,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Holt Orthodontics,impress aligners,Phrase match (close variant),None,HoltOMSearchRocklin,Search_Braces,0,2,0.0,0.0,False,Borderline / Low Intent,DTC mail-order aligner brand
Holt Orthodontics,braces near me,Exact match,Added,HoltOMSearchRocklin A/B Testing - New GHL Page Rocklin,Search_Braces,0,6,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,cost of teeth straightening,Phrase match (close variant),None,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,invisalign sacramento,Phrase match (close variant),Added,HoltOMSearchSacramento,LP_Test_Phrase,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Holt Orthodontics,carmichael dds,AI Max,None,HoltOMSearchSacramento,LP_Test_Broad,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
